Deep Meaning	Expansion	Markup	Probability
[[end conversation]]	Okay, well, I should get back to work. Nice to see you. Bye.	PushObligation:goodbye^ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation	[0.949914383561639, 0.9503424657534199]
[[end conversation]]	Well, I have to run. Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^PushObligation:goodbye	[0.9503424657534199, 0.9507705479452007]
[[end conversation]]	I'm sorry, but I have to get back to work. Nice to see you. See you later.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9507705479452007, 0.9524828767123239]
[[end conversation]]	I should really get back to work. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9524828767123239, 0.9529109589041047]
[[end conversation]]	I have to get back to work too! Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.9529109589041047, 0.9550513698630089]
[[end conversation]]	I have to get back to work. Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9550513698630089, 0.9554794520547897]
[[end conversation]]	I really need to get back to work. Nice to see you. See you later.	Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9554794520547897, 0.9597602739725979]
[[end conversation]]	I should probably head out. Nice to see you. Goodbye.	PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9597602739725979, 0.9610445205479403]
[[end conversation]]	I really should get back to work. Yeah, bye...	Preconditions:lambda speaker: speaker.routine.working^ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9610445205479403, 0.9619006849315019]
[[end conversation]]	Well, I really need to get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.9619006849315019, 0.9721746575342417]
[[end conversation]]	I really should get back to work too! Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.9721746575342417, 0.9734589041095841]
[[end conversation]]	I really should get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9734589041095841, 0.9738869863013649]
[[end conversation]]	I'm sorry, but I have to go. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9738869863013649, 0.9743150684931458]
[[end conversation]]	Okay, well, I have to get back to work. Nice to see you. Goodbye.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9743150684931458, 0.976027397260269]
[[end conversation]]	I really should get back to work. Nice to see you. Bye.	Preconditions:lambda speaker: speaker.routine.working^ResolveObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^PushObligation:goodbye^MiscFunctions:EndConversation	[0.976027397260269, 0.9773116438356114]
[[end conversation]]	I'm sorry, but I probably should get back to work. Nice to see you. See you later.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9773116438356114, 0.9790239726027347]
[[end conversation]]	Well, I have to go. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^PushObligation:goodbye	[0.9790239726027347, 0.9794520547945155]
[[end conversation]]	Well, I'm going to grab another drink. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9794520547945155, 0.9811643835616387]
[[end conversation]]	I should probably get back to work. Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9811643835616387, 0.9815924657534195]
[[end conversation]]	I really should get back to work. Nice to see you. Goodbye.	Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9815924657534195, 0.9833047945205428]
[[end conversation]]	Okay, well, I have to run. Nice to see you. See you later.	PushObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.9833047945205428, 0.9858732876712277]
[[end conversation]]	Well, I really have to get back to work. Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.9858732876712277, 0.9892979452054743]
[[end conversation]]	I should really get back to work too! Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.9892979452054743, 0.9910102739725976]
[[end conversation]]	I really need to get back to work. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.9910102739725976, 0.99229452054794]
[[end conversation]]	I think I should get back to work too! Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.99229452054794, 0.9961472602739674]
[[end conversation]]	Okay, well, I'm going to grab another drink. Nice to see you. See you later.	Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.9961472602739674, 0.9987157534246524]
[[end conversation]]	I really need to get back to work too! Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.9987157534246524, 0.9999999999999948]
[[tell]]	His name is [speaker.father.first_name].	PushObligation:acknowledge satisfactory answer^ResolveObligation:tell^Preconditions:lambda speaker: speaker.father is not None^ResolveObligation:tell(speaker.father.name)	[0, 0.11538461538461539]
[[tell]]	He's a [speaker.father.occupation.vocation].	Preconditions:lambda speaker: speaker.father and speaker.father.occupation and speaker.father.occupation.company is not speaker.location^ResolveObligation:tell	[0.11538461538461539, 0.15384615384615385]
[[tell]]	You wouldn't know my dad.	Preconditions:lambda speaker: speaker.father is None^PushObligation:acknowledge unsatisfactory answer^ResolveObligation:tell^ResolveObligation:tell(speaker.father.name)	[0.15384615384615385, 0.23076923076923078]
[[tell]]	My dad's name is [speaker.father.first_name].	PushObligation:acknowledge satisfactory answer^ResolveObligation:tell^Preconditions:lambda speaker: speaker.father is not None^ResolveObligation:tell(speaker.father.name)	[0.23076923076923078, 0.42307692307692313]
[[tell]]	[speaker.father.first_name], just like me.	Preconditions:lambda speaker: speaker.father and speaker.father.first_name == speaker.first_name^ResolveObligation:tell(speaker.father.name)^ResolveObligation:tell^PushObligation:acknowledge satisfactory answer	[0.42307692307692313, 0.46153846153846156]
[[tell]]	My father's name is [speaker.father.first_name].	PushObligation:acknowledge satisfactory answer^ResolveObligation:tell^Preconditions:lambda speaker: speaker.father is not None^ResolveObligation:tell(speaker.father.name)	[0.46153846153846156, 0.576923076923077]
[[tell]]	You wouldn't know my father.	Preconditions:lambda speaker: speaker.father is None^PushObligation:acknowledge unsatisfactory answer^ResolveObligation:tell^ResolveObligation:tell(speaker.father.name)	[0.576923076923077, 0.6153846153846154]
[[tell]]	You wouldn't know him.	Preconditions:lambda speaker: speaker.father is None^PushObligation:acknowledge unsatisfactory answer^ResolveObligation:tell^ResolveObligation:tell(speaker.father.name)	[0.6153846153846154, 0.6538461538461539]
[[tell]]	My dad's name is also [speaker.father.first_name].	ResolveObligation:tell(speaker.father.name)^Preconditions:lambda speaker: speaker.father and speaker.father.first_name == speaker.first_name^ResolveObligation:tell^PushObligation:acknowledge satisfactory answer	[0.6538461538461539, 0.7307692307692308]
[[tell]]	His name is also [speaker.father.first_name].	ResolveObligation:tell(speaker.father.name)^Preconditions:lambda speaker: speaker.father and speaker.father.first_name == speaker.first_name^ResolveObligation:tell^PushObligation:acknowledge satisfactory answer	[0.7307692307692308, 0.7692307692307693]
[[tell]]	It's [speaker.father.first_name]. I'm named after him.	PushObligation:acknowledge satisfactory answer^Preconditions:lambda speaker: speaker.father and speaker.father.first_name == speaker.first_name^ResolveObligation:tell^ResolveObligation:tell(speaker.father.name)	[0.7692307692307693, 0.8076923076923077]
[[tell]]	Not even worth talking about.	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^PushObligation:acknowledge unsatisfactory answer^ResolveObligation:tell^ResolveObligation:tell(speaker.father.name)	[0.8076923076923077, 0.8461538461538461]
[[tell]]	My father's name is also [speaker.father.first_name].	ResolveObligation:tell(speaker.father.name)^Preconditions:lambda speaker: speaker.father and speaker.father.first_name == speaker.first_name^ResolveObligation:tell^PushObligation:acknowledge satisfactory answer	[0.8461538461538461, 0.8846153846153846]
[[tell]]	[speaker.father.first_name].	PushObligation:acknowledge satisfactory answer^ResolveObligation:tell^Preconditions:lambda speaker: speaker.father is not None^ResolveObligation:tell(speaker.father.name)	[0.8846153846153846, 1.0]
[[wh-question]]	I was wondering: What's your father's name?	PushObligation:tell(speaker.father.name)^PushObligation:tell^ChangeSubjectTo:interlocutor.father	[0, 0.5]
[[wh-question]]	I have a question. What's your father's name?	Preconditions:lambda speaker, interlocutor: (interlocutor not in speaker.friends or speaker.personality.agreeableness < -0.4) and random.random() < 0.5^PushObligation:request motivation^PushObligation:tell^ChangeSubjectTo:interlocutor.father	[0.5, 1.0]
[[small talk]]	I'm alright. How's it going?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0, 0.031007751937984496]
[[small talk]]	I'm well. And you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.031007751937984496, 0.03875968992248062]
[[small talk]]	Work's alright.	Moves:make small talk^ResolveObligation:small talk:how is work^Preconditions:lambda speaker: speaker.occupation is not None^AddressTopic:work	[0.03875968992248062, 0.046511627906976744]
[[small talk]]	I'm alright. How are you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.046511627906976744, 0.07751937984496124]
[[small talk]]	I'm fantastic. How about you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.07751937984496124, 0.09302325581395349]
[[small talk]]	I'm well. How are you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.09302325581395349, 0.12403100775193798]
[[small talk]]	I'm alright.	Moves:make small talk^ResolveObligation:small talk:how are you	[0.12403100775193798, 0.13178294573643412]
[[small talk]]	Work's great.	Moves:make small talk^ResolveObligation:small talk:how is work^Preconditions:lambda speaker: speaker.occupation is not None^AddressTopic:work	[0.13178294573643412, 0.14728682170542637]
[[small talk]]	Work's fantastic.	Moves:make small talk^ResolveObligation:small talk:how is work^Preconditions:lambda speaker: speaker.occupation is not None^AddressTopic:work	[0.14728682170542637, 0.15503875968992248]
[[small talk]]	Business has been fantastic!	Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^ResolveObligation:small talk:how is business^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker	[0.15503875968992248, 0.16279069767441862]
[[small talk]]	How's work?	Moves:make small talk^AddressTopic:work^Preconditions:lambda interlocutor: interlocutor.occupation is not None^PushTopic:work^PushObligation:small talk:how is work	[0.16279069767441862, 0.17054263565891475]
[[small talk]]	How's your company doing?	Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor^AddressTopic:work^PushObligation:small talk:how is business^PushTopic:work	[0.17054263565891475, 0.1782945736434109]
[[small talk]]	I'm great. And you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.1782945736434109, 0.19379844961240314]
[[small talk]]	Business has been fantastic.	Moves:make small talk^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:small talk:how is business^AddressTopic:work	[0.19379844961240314, 0.20155038759689925]
[[small talk]]	I'm good. How are you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.20155038759689925, 0.26356589147286824]
[[small talk]]	How's the company going?	Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor^AddressTopic:work^PushObligation:small talk:how is business^PushTopic:work	[0.26356589147286824, 0.2713178294573644]
[[small talk]]	I'm great. How about you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.2713178294573644, 0.28682170542635665]
[[small talk]]	I'm great. How are you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.28682170542635665, 0.31782945736434115]
[[small talk]]	I'm fantastic. How are you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.31782945736434115, 0.34883720930232565]
[[small talk]]	I'm well. How about you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.34883720930232565, 0.3643410852713179]
[[small talk]]	I'm well. How have you been?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.3643410852713179, 0.3875968992248063]
[[small talk]]	I'm great. How's it going?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.3875968992248063, 0.4186046511627908]
[[small talk]]	How has business been?	Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor^AddressTopic:work^PushObligation:small talk:how is business^PushTopic:work	[0.4186046511627908, 0.4263565891472869]
[[small talk]]	Work's good.	Moves:make small talk^ResolveObligation:small talk:how is work^Preconditions:lambda speaker: speaker.occupation is not None^AddressTopic:work	[0.4263565891472869, 0.43410852713178305]
[[small talk]]	I'm fantastic.	Moves:make small talk^ResolveObligation:small talk:how are you	[0.43410852713178305, 0.4418604651162792]
[[small talk]]	Business has been good.	Moves:make small talk^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:small talk:how is business^AddressTopic:work	[0.4418604651162792, 0.4496124031007753]
[[small talk]]	How's work to[speaker.game.time_of_day]?	Moves:make small talk^AddressTopic:work^PushObligation:small talk:how is work^Preconditions:lambda interlocutor: interlocutor.routine.working^PushTopic:work	[0.4496124031007753, 0.45736434108527146]
[[small talk]]	I'm alright. And you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.45736434108527146, 0.47286821705426374]
[[small talk]]	Business has been alright.	Moves:make small talk^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:small talk:how is business^AddressTopic:work	[0.47286821705426374, 0.4806201550387599]
[[small talk]]	I'm good.	Moves:make small talk^ResolveObligation:small talk:how are you	[0.4806201550387599, 0.5038759689922483]
[[small talk]]	I'm fantastic. How have you been?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.5038759689922483, 0.5271317829457367]
[[small talk]]	Business has been well!	Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^ResolveObligation:small talk:how is business^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker	[0.5271317829457367, 0.5348837209302328]
[[small talk]]	Business has been well.	Moves:make small talk^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:small talk:how is business^AddressTopic:work	[0.5348837209302328, 0.5503875968992251]
[[small talk]]	I'm fantastic. And you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.5503875968992251, 0.5581395348837213]
[[small talk]]	Work's well.	Moves:make small talk^ResolveObligation:small talk:how is work^Preconditions:lambda speaker: speaker.occupation is not None^AddressTopic:work	[0.5581395348837213, 0.5658914728682174]
[[small talk]]	Business has been alright!	Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^ResolveObligation:small talk:how is business^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker	[0.5658914728682174, 0.5736434108527135]
[[small talk]]	I'm alright. How have you been?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.5736434108527135, 0.596899224806202]
[[small talk]]	I'm alright. How about you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.596899224806202, 0.6124031007751942]
[[small talk]]	I'm good. How about you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.6124031007751942, 0.6511627906976748]
[[small talk]]	How's work going to[speaker.game.time_of_day]?	Moves:make small talk^AddressTopic:work^PushTopic:work^PushObligation:small talk:how is work^Preconditions:lambda interlocutor: interlocutor.routine.working	[0.6511627906976748, 0.6589147286821709]
[[small talk]]	I'm good. How's it going?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.6589147286821709, 0.7364341085271322]
[[small talk]]	I'm fantastic. How's it going?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.7364341085271322, 0.7674418604651168]
[[small talk]]	I'm good. How have you been?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.7674418604651168, 0.8217054263565896]
[[small talk]]	How's the business?	Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor^AddressTopic:work^PushObligation:small talk:how is business^PushTopic:work	[0.8217054263565896, 0.8372093023255819]
[[small talk]]	Business has been great!	Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^ResolveObligation:small talk:how is business^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker	[0.8372093023255819, 0.8527131782945742]
[[small talk]]	Business has been great.	Moves:make small talk^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:small talk:how is business^AddressTopic:work	[0.8527131782945742, 0.8604651162790703]
[[small talk]]	I'm good. And you?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.8604651162790703, 0.8682170542635664]
[[small talk]]	I'm well. How's it going?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.8682170542635664, 0.8992248062015509]
[[small talk]]	I'm well.	Moves:make small talk^ResolveObligation:small talk:how are you	[0.8992248062015509, 0.906976744186047]
[[small talk]]	How's it going?	Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.906976744186047, 0.9147286821705432]
[[small talk]]	How are you?	Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.9147286821705432, 0.9224806201550393]
[[small talk]]	I'm great.	Moves:make small talk^ResolveObligation:small talk:how are you	[0.9224806201550393, 0.9302325581395354]
[[small talk]]	How's business?	Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor^AddressTopic:work^PushObligation:small talk:how is business^PushTopic:work	[0.9302325581395354, 0.9379844961240316]
[[small talk]]	Business has been good!	Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^ResolveObligation:small talk:how is business^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker	[0.9379844961240316, 0.96124031007752]
[[small talk]]	How have you been?	Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.96124031007752, 0.9767441860465123]
[[small talk]]	I'm great. How have you been?	Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^PushObligation:small talk:how are you	[0.9767441860465123, 1.0000000000000007]
[[explain motivation]]	No reason, really, I was just curious.	ResolveObligation:explain motivation	[0, 0.25]
[[explain motivation]]	I was just wondering.	ResolveObligation:explain motivation	[0.25, 0.5]
[[explain motivation]]	Umm, I, uhh...	Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^ResolveObligation:explain motivation	[0.5, 1.0]
[[acknowledge satisfactory answer]]	Thanks!	ResolveObligation:acknowledge satisfactory answer^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0, 0.16666666666666666]
[[acknowledge satisfactory answer]]	Very good. Thanks.	ResolveObligation:acknowledge satisfactory answer	[0.16666666666666666, 0.3333333333333333]
[[acknowledge satisfactory answer]]	Got it, thanks.	ResolveObligation:acknowledge satisfactory answer	[0.3333333333333333, 0.5]
[[acknowledge satisfactory answer]]	Thank you.	ResolveObligation:acknowledge satisfactory answer	[0.5, 1.0]
